"X","Y","R","G","B"
"15","37","143","187","33"
"16","37","185","196","130"
"17","37","237","248","193"
"18","37","253","8","209"
"19","37","6","17","218"
"20","37","3","14","215"
"21","37","8","19","220"
"22","37","6","17","218"
"23","37","237","248","193"
"24","37","198","209","154"
"25","37","174","185","130"
"26","37","171","182","127"
"27","37","209","220","165"
"28","37","218","229","174"
"29","37","149","160","105"
"30","37","154","165","110"
"31","37","240","6","207"
"32","37","193","3","215"
"33","37","110","176","132"
"34","37","163","240","163"
"35","37","149","226","149"
"36","37","132","209","121"
"37","37","207","6","196"
"38","37","204","3","193"
"39","37","198","253","209"
"40","37","17","61","50"
"41","37","25","69","58"
"42","37","30","74","85"
"43","37","28","72","83"
"44","37","3","47","36"
"45","37","220","19","231"
"46","37","207","6","196"
"47","37","160","215","171"
"48","37","220","242","209"
"49","37","229","251","218"
"50","37","204","226","193"
"51","37","209","220","165"
"52","37","240","251","185"
"53","37","248","3","193"
"54","37","8","19","209"
"55","37","39","61","6"
"56","37","58","113","69"
"57","37","74","140","96"
"58","37","105","171","127"
"59","37","47","113","69"
"60","37","8","85","8"
"61","37","50","105","39"
"62","37","36","91","14"
"63","37","41","74","253"
"64","37","94","105","39"
"65","37","91","102","47"
"66","37","85","107","52"
"67","37","127","149","138"
"68","37","113","135","124"
"69","37","74","85","107"
"70","37","39","83","94"
"71","37","248","36","47"
"72","37","242","30","19"
"73","37","6","61","17"
"74","37","14","69","25"
"75","37","63","85","52"
"76","37","105","127","94"
"77","37","102","124","91"
"78","37","107","129","118"
"79","37","149","171","160"
"80","37","124","146","113"
"81","37","74","96","85"
"82","37","105","116","138"
"83","37","80","102","69"
"84","37","107","184","8"
"85","37","86","185","100"
"86","37","90","222","228"
"87","37","106","249","178"
"88","37","115","2","176"
"89","37","101","244","162"
"90","37","95","238","156"
"91","37","115","2","176"
"92","37","101","255","118"
"93","37","95","249","112"
"94","37","115","2","154"
"95","37","101","244","140"
"96","37","95","249","112"
"97","37","115","13","132"
"98","37","101","255","118"
"99","37","95","249","112"
"0","38","115","13","132"
"1","38","101","255","118"
"2","38","95","249","112"
"3","38","115","13","132"
"4","38","101","244","140"
"5","38","95","238","134"
"6","38","115","13","132"
"7","38","101","255","118"
"8","38","95","249","112"
"9","38","115","2","154"
"10","38","112","255","151"
"11","38","62","205","112"
"12","38","115","236","132"
"13","38","222","65","82"
"14","38","157","223","193"
"15","38","163","207","53"
"16","38","204","237","160"
"17","38","220","242","187"
"18","38","17","39","240"
"19","38","248","14","215"
"20","38","209","231","176"
"21","38","240","6","207"
"22","38","248","14","215"
"23","38","231","253","198"
"24","38","229","251","196"
"25","38","182","204","149"
"26","38","165","187","132"
"27","38","196","218","163"
"28","38","182","204","149"
"29","38","187","209","154"
"30","38","240","6","207"
"31","38","14","36","237"
"32","38","231","52","231"
"33","38","185","39","207"
"34","38","182","36","204"
"35","38","187","8","187"
"36","38","218","39","218"
"37","38","237","58","237"
"38","38","231","30","220"
"39","38","61","83","50"
"40","38","47","69","58"
"41","38","52","52","74"
"42","38","83","61","94"
"43","38","58","36","69"
"44","38","63","41","52"
"45","38","83","61","72"
"46","38","36","36","14"
"47","38","253","253","231"
"48","38","17","39","28"
"49","38","248","14","3"
"50","38","231","253","220"
"51","38","17","17","251"
"52","38","14","25","226"
"53","38","52","63","8"
"54","38","105","116","61"
"55","38","102","124","91"
"56","38","107","162","118"
"57","38","127","171","160"
"58","38","102","146","135"
"59","38","74","118","107"
"60","38","83","138","94"
"61","38","91","113","80"
"62","38","107","118","63"
"63","38","138","149","94"
"64","38","135","146","80"
"65","38","129","140","85"
"66","38","160","171","116"
"67","38","146","146","146"
"68","38","129","129","129"
"69","38","116","127","149"
"70","38","47","91","102"
"71","38","19","63","74"
"72","38","251","61","61"
"73","38","248","58","36"
"74","38","8","74","52"
"75","38","72","127","83"
"76","38","69","124","80"
"77","38","85","107","74"
"78","38","127","149","116"
"79","38","146","146","124"
"80","38","173","195","162"
"81","38","94","116","105"
"82","38","91","102","124"
"83","38","173","195","162"
"84","38","251","72","152"
"85","38","50","149","64"
"86","38","128","4","10"
"87","38","115","2","176"
"88","38","101","244","140"
"89","38","95","238","134"
"90","38","115","2","176"
"91","38","101","244","162"
"92","38","95","249","112"
"93","38","115","13","132"
"94","38","101","244","140"
"95","38","95","238","134"
"96","38","115","13","132"
"97","38","101","255","118"
"98","38","95","249","112"
"99","38","115","13","132"
"0","39","101","255","118"
"1","39","95","249","112"
"2","39","115","13","132"
"3","39","101","255","118"
"4","39","95","238","134"
"5","39","115","2","154"
"6","39","101","255","118"
"7","39","95","249","112"
"8","39","104","2","132"
"9","39","134","21","173"
"10","39","84","227","123"
"11","39","137","24","176"
"12","39","123","244","140"
"13","39","95","194","211"
"14","39","122","188","158"
"15","39","215","248","127"
"16","39","220","253","176"
"17","39","240","6","207"
"18","39","25","47","248"
"19","39","8","30","231"
"20","39","207","229","174"
"21","39","204","226","171"
"22","39","253","19","220"
"23","39","6","28","229"
"24","39","248","14","215"
"25","39","220","242","187"
"26","39","207","229","174"
"27","39","160","182","127"
"28","39","187","209","154"
"29","39","17","39","240"
"30","39","47","69","14"
"31","39","41","63","8"
"32","39","61","116","39"
"33","39","25","80","3"
"34","39","19","74","8"
"35","39","17","72","6"
"36","39","3","80","3"
"37","39","19","74","30"
"38","39","17","72","28"
"39","39","80","102","91"
"40","39","52","52","74"
"41","39","72","50","83"
"42","39","69","14","58"
"43","39","63","8","52"
"44","39","105","61","72"
"45","39","91","69","80"
"46","39","74","52","63"
"47","39","61","61","61"
"48","39","248","36","47"
"49","39","242","52","52"
"50","39","17","61","50"
"51","39","47","69","58"
"52","39","63","85","52"
"53","39","116","116","94"
"54","39","124","124","102"
"55","39","129","151","140"
"56","39","160","182","171"
"57","39","102","146","157"
"58","39","74","118","129"
"59","39","116","127","149"
"60","39","91","113","102"
"61","39","96","96","96"
"62","39","149","138","116"
"63","39","157","146","124"
"64","39","162","173","118"
"65","39","160","182","127"
"66","39","146","168","135"
"67","39","151","151","151"
"68","39","171","171","171"
"69","39","146","146","168"
"70","39","107","118","140"
"71","39","94","138","149"
"72","39","36","102","102"
"73","39","41","107","107"
"74","39","83","149","127"
"75","39","91","157","135"
"76","39","85","140","96"
"77","39","105","127","94"
"78","39","102","124","91"
"79","39","151","151","129"
"80","39","204","226","193"
"81","39","190","212","201"
"82","39","129","140","162"
"83","39","94","116","83"
"84","39","135","212","36"
"85","39","234","77","248"
"86","39","115","247","231"
"87","39","79","222","140"
"88","39","95","238","134"
"89","39","115","2","154"
"90","39","101","244","140"
"91","39","95","238","134"
"92","39","115","13","132"
"93","39","101","255","118"
"94","39","95","249","112"
"95","39","115","2","154"
"96","39","101","255","118"
"97","39","95","249","112"
"98","39","115","13","132"
"99","39","101","255","118"
"0","40","95","249","112"
"1","40","115","13","132"
"2","40","101","255","118"
"3","40","95","249","112"
"4","40","115","2","154"
"5","40","101","244","140"
"6","40","95","249","112"
"7","40","115","13","132"
"8","40","156","54","173"
"9","40","62","205","112"
"10","40","115","2","176"
"11","40","112","255","173"
"12","40","106","227","123"
"13","40","71","170","187"
"14","40","232","31","34"
"15","40","74","107","242"
"16","40","251","28","207"
"17","40","237","3","226"
"18","40","30","52","19"
"19","40","6","28","251"
"20","40","127","149","116"
"21","40","165","187","154"
"22","40","17","39","6"
"23","40","226","248","215"
"24","40","8","30","253"
"25","40","28","50","17"
"26","40","3","25","248"
"27","40","231","253","220"
"28","40","6","28","251"
"29","40","25","47","14"
"30","40","52","74","41"
"31","40","94","105","50"
"32","40","113","102","47"
"33","40","74","41","242"
"34","40","149","138","94"
"35","40","69","80","25"
"36","40","52","74","41"
"37","40","94","116","105"
"38","40","248","3","25"
"39","40","63","74","96"
"40","40","61","50","105"
"41","40","3","237","36"
"42","40","8","209","19"
"43","40","83","28","94"
"44","40","69","47","80"
"45","40","52","30","63"
"46","40","72","72","94"
"47","40","80","124","135"
"48","40","107","195","228"
"49","40","105","215","237"
"50","40","69","157","179"
"51","40","96","151","184"
"52","40","116","160","171"
"53","40","135","146","168"
"54","40","195","206","228"
"55","40","160","171","215"
"56","40","102","113","157"
"57","40","74","85","129"
"58","40","105","116","171"
"59","40","80","91","146"
"60","40","74","63","118"
"61","40","182","160","193"
"62","40","212","168","179"
"63","40","74","52","63"
"64","40","105","127","94"
"65","40","168","223","179"
"66","40","107","151","140"
"67","40","182","204","193"
"68","40","179","179","179"
"69","40","184","184","184"
"70","40","138","149","171"
"71","40","113","157","168"
"72","40","118","184","184"
"73","40","127","193","193"
"74","40","80","179","168"
"75","40","74","140","118"
"76","40","83","138","94"
"77","40","102","124","91"
"78","40","129","151","96"
"79","40","182","193","138"
"80","40","179","201","146"
"81","40","151","173","140"
"82","40","171","193","182"
"83","40","179","201","146"
"84","40","217","38","96"
"85","40","205","59","197"
"86","40","24","156","140"
"87","40","128","15","167"
"88","40","115","13","132"
"89","40","101","255","118"
"90","40","95","249","112"
"91","40","115","13","132"
"92","40","101","255","118"
"93","40","95","249","112"
"94","40","115","13","132"
"95","40","101","255","118"
"96","40","95","249","112"
"97","40","115","13","132"
"98","40","101","255","118"
"99","40","95","249","112"
"0","41","115","13","132"
"1","41","101","255","118"
"2","41","95","249","112"
"3","41","115","13","132"
"4","41","101","244","140"
"5","41","95","238","134"
"6","41","115","13","132"
"7","41","101","255","118"
"8","41","62","216","112"
"9","41","104","247","143"
"10","41","178","65","239"
"11","41","51","194","112"
"12","41","181","46","198"
"13","41","156","255","16"
"14","41","128","183","186"
"15","41","144","177","56"
"16","41","25","47","248"
"17","41","242","8","231"
"18","41","6","28","251"
"19","41","215","237","204"
"20","41","132","154","121"
"21","41","218","240","207"
"22","41","25","47","14"
"23","41","231","253","220"
"24","41","28","50","17"
"25","41","25","47","14"
"26","41","19","41","8"
"27","41","39","61","28"
"28","41","36","58","25"
"29","41","63","85","52"
"30","41","105","127","94"
"31","41","113","124","69"
"32","41","129","74","30"
"33","41","105","50","6"
"34","41","47","36","248"
"35","41","198","198","176"
"36","41","83","127","138"
"37","41","226","25","58"
"38","41","30","118","151"
"39","41","94","182","215"
"40","41","91","146","190"
"41","41","52","107","151"
"42","41","6","61","105"
"43","41","193","248","36"
"44","41","176","8","30"
"45","41","28","116","138"
"46","41","102","234","234"
"47","41","140","38","49"
"48","41","108","50","94"
"49","41","224","166","210"
"50","41","22","187","242"
"51","41","204","102","135"
"52","41","14","135","157"
"53","41","63","173","195"
"54","41","28","138","160"
"55","41","3","80","146"
"56","41","8","107","162"
"57","41","28","105","171"
"58","41","47","124","212"
"59","41","118","195","27"
"60","41","193","248","58"
"61","41","113","146","201"
"62","41","63","74","118"
"63","41","94","105","149"
"64","41","69","135","135"
"65","41","242","85","74"
"66","41","138","204","204"
"67","41","135","179","168"
"68","41","107","129","118"
"69","41","171","171","171"
"70","41","190","201","223"
"71","41","173","184","206"
"72","41","138","182","193"
"73","41","113","179","179"
"74","41","74","173","162"
"75","41","105","171","171"
"76","41","80","146","124"
"77","41","118","140","107"
"78","41","149","171","116"
"79","41","157","168","113"
"80","41","184","206","151"
"81","41","171","193","160"
"82","41","223","245","234"
"83","41","140","162","107"
"84","41","133","221","246"
"85","41","145","255","137"
"86","41","40","172","134"
"87","41","115","2","154"
"88","41","101","255","118"
"89","41","95","249","112"
"90","41","115","13","132"
"91","41","101","255","118"
"92","41","95","249","112"
"93","41","115","13","132"
"94","41","101","255","118"
"95","41","95","249","112"
"96","41","115","13","132"
"97","41","101","255","118"
"98","41","95","249","112"
"99","41","115","13","132"
"0","42","101","255","118"
"1","42","95","249","112"
"2","42","115","13","132"
"3","42","101","255","118"
"4","42","95","238","134"
"5","42","115","2","154"
"6","42","101","255","118"
"7","42","95","249","112"
"8","42","148","46","165"
"9","42","79","222","118"
"10","42","62","205","112"
"11","42","170","57","209"
"12","42","112","233","129"
"13","42","18","117","134"
"14","42","203","13","239"
"15","42","229","6","141"
"16","42","253","19","220"
"17","42","240","6","229"
"18","42","237","3","226"
"19","42","198","220","187"
"20","42","163","185","152"
"21","42","193","215","182"
"22","42","253","19","242"
"23","42","251","17","240"
"24","42","226","248","215"
"25","42","253","19","242"
"26","42","50","72","39"
"27","42","36","58","25"
"28","42","52","74","41"
"29","42","94","116","83"
"30","42","91","113","80"
"31","42","96","96","74"
"32","42","171","127","94"
"33","42","91","47","14"
"34","42","41","63","52"
"35","42","6","72","72"
"36","42","182","47","69"
